,SigC,SigH,EpsC,EpsH
0,0.3295108861289918,0.07423114099353552,1.0362675012456253,0.06259917963296176
1,0.06675361534580589,0.316261653223075,0.2059404025696218,0.11984425235539677
2,0.19394754255190494,0.13679979802202435,0.7516759840587154,0.037376078329980376
3,0.23058844218030572,0.23589854704774915,0.596202992761135,0.10012916382402183
4,0.24216560227796435,0.14889113166183232,0.4067592005735263,0.08755022626370193
5,0.1287571090273559,0.19041637555602942,0.9896698489170521,0.03499265354126692
6,0.11523563014343381,0.09628570068906993,0.42636531484406437,0.13245992455631495
7,0.3024156001396477,0.2593479313794524,0.8292547528017311,0.0650193390622735
8,0.2865911676548421,0.11889699749648572,0.5224287111049517,0.022249460294842722
9,0.0982475525699556,0.22014105647895488,0.8637028360109775,0.08523695655167103
10,0.15981705198064447,0.05803004232328385,0.31822297230046237,0.07776967838406564
11,0.27204315150156616,0.29787358810193837,0.9627489336956292,0.1347803546488285
12,0.20539710102602837,0.11248915474116802,0.6630776997195555,0.11666363358497621
13,0.16757639152929188,0.2777383518824354,0.5692125151060521,0.05086363732814789
14,0.06967819603160023,0.16679212191980333,1.1327426827291025,0.10333181850612165
15,0.3312738155014813,0.20617205585725606,0.24080777736902237,0.04913364224135876
16,0.3492004578001797,0.18138425147067755,0.8989405154565349,0.1264356876909733
17,0.0870542881079018,0.20810894248820844,0.49701282349824905,0.07106537893414498
18,0.17539323372766374,0.09668870616704225,0.9199897252188994,0.09353767819702626
19,0.21384002445265649,0.2748764103883878,0.33611732720360155,0.028909814432263377
20,0.2588064053095877,0.05129404687415808,0.542642150738649,0.03965025953948498
21,0.1471260637976229,0.28701359973289076,0.6990787682998925,0.0978330682963133
22,0.09511581426486374,0.12442467392235995,0.2594956093078479,0.06036166846752167
23,0.282838140334934,0.23007598998490725,1.088859078047797,0.12217703223228456
24,0.3033510741777718,0.08101872779708355,0.1709020329741761,0.10870411451905967
25,0.11679039048030973,0.2570194655675441,1.0618751739729195,0.04384185429662466
26,0.1395049083046615,0.162950330644846,0.6391239058023318,0.11131324697285892
27,0.2523650686256588,0.19182033161912115,0.733950851104781,0.05617734897881746
28,0.22496757814660667,0.14286095013003797,1.0160484281638635,0.07614743802696466
29,0.18770317221060395,0.24636695623584093,0.37055882214307784,0.13632219824939967
30,0.051316206064075234,0.06696221497654915,0.8103976989137008,0.023849906139075755
31,0.31462602978572246,0.30486873428616673,0.4700872149609029,0.0836733041331172
32,0.3192939560860395,0.13465182402264328,0.300903289694339,0.12379417315125467
33,0.055877080932259564,0.23804535759426654,0.9492771550210192,0.05869733765721322
34,0.18314482253044845,0.07638328877836466,0.5089718111231922,0.0962231881171465
35,0.2202976977452636,0.3141106851631775,0.8463979182535781,0.0413218653947115
36,0.2476945981383324,0.08987014904152602,1.1500959732230753,0.031057395264506342
37,0.13494714871048927,0.26576674557663504,0.2543056465467438,0.09146673075854779
38,0.12135071102529764,0.15530252579599618,0.6765602164659649,0.06893994867801667
39,0.30801955480128523,0.1840017351442948,0.5865505743576214,0.12852877140045166
40,0.2781316254287958,0.060142600166611375,0.7651636862214654,0.08152550157159567
41,0.0903011303395033,0.29575801178999245,0.613536836107634,0.02592107530683279
42,0.15194329973310233,0.1167802495956421,1.0536165464553982,0.13844786453992128
43,0.2635109392926097,0.22226077403221278,0.21944342778455467,0.07405411828309298
44,0.21854514852166174,0.17317642306070774,0.4129116906352341,0.054560429789125925
45,0.1802098795771599,0.19978864154405895,0.8119474700244143,0.11297735605388881
46,0.08224015850573779,0.10610899484157563,0.38943718232661484,0.04545149844139815
47,0.3444933885708451,0.28411757613811645,0.9762013753945007,0.10703274469822646
48,0.33605384472757577,0.1031054456755519,0.6564763112500309,0.06716375220566988
49,0.07441993672400712,0.26845878405217083,0.7474495979839936,0.13038536597043276
50,0.16283269673585893,0.17497170201968404,0.1843855449385941,0.03285538669675589
51,0.20061959698796272,0.21452242758311335,1.0792122306616976,0.0896319454535842
52,0.2672650931403041,0.12657357542961836,0.793078901353851,0.10174932938069106
53,0.15507391151040792,0.2279301069462672,0.4566145585848018,0.03571521561592818
54,0.1029887031763792,0.04914100412558764,1.0025905329640954,0.11824612293392421
55,0.2913717869669199,0.28916367282904687,0.35325490694846956,0.0642820641770959
56,0.2978212149813771,0.1565648416429758,0.9065369860563427,0.04751325495541096
57,0.11060178522020578,0.19820255807135256,0.3188091667247936,0.1049929029494524
58,0.13338897302746772,0.08740004301350564,0.8816175019916146,0.05246200278401375
59,0.2467625394463539,0.2506413966286928,0.4835453525384888,0.11498051300644875
60,0.23518593367189167,0.06484872962534427,0.2729824264243245,0.1326361632347107
61,0.19857885222882032,0.3069833830902353,1.106193799095787,0.07984401524066925
62,0.06212036050856114,0.1449785929946229,0.5599921911664307,0.08737398736178877
63,0.3249159108847379,0.2442481336463243,0.7125807909520342,0.02016797713935375
64,0.32290580784901973,0.15382344947662205,0.5738798002025112,0.10564324587583543
65,0.0595894574187696,0.18468469545058908,0.6687067455049603,0.046872926056385045
66,0.19612233573570848,0.09135385679826141,0.2283862878812477,0.11434659861028196
67,0.2333944127894938,0.26508021558541806,1.119359428879991,0.053115083798766144
68,0.24408285869285462,0.07916365407314152,0.8684218247028067,0.07826984979212284
69,0.13123466102406384,0.31053003820590674,0.5281113407500088,0.13422766961157323
70,0.1083730866201222,0.13186788904294372,0.9503810280675068,0.021754896491765978
71,0.29492295207455754,0.2416306359888986,0.30489142204672093,0.0857989113032818
72,0.2931691109202802,0.10915641731675714,0.9851905847402289,0.12903006564825772
73,0.10543943559750915,0.28080411653779447,0.40131818672493097,0.0685017115995288
74,0.15759674170985818,0.17012425931170583,0.8413829302424565,0.09097447756677866
75,0.2692832880653441,0.2031058213459328,0.4394552382841706,0.03150101128965616
76,0.20350748030468824,0.11556419498380274,0.20151472959723324,0.03611933846026659
77,0.16507175816223024,0.2232066258694977,1.0308781983371822,0.10133519250899554
78,0.07658690037205815,0.061362374980002646,0.6083828811420127,0.06386152710765601
79,0.33872085707262156,0.2948074186788872,0.7648194987032562,0.11864749338477851
80,0.3420368631370365,0.045562463384121656,0.37576763069760055,0.02715649787336588
81,0.08044862868264317,0.29194601416308436,1.0202935920927674,0.08030203942209482
82,0.17819976760074496,0.13015686151292177,0.45724453892912714,0.07283157657831908
83,0.21601423649117352,0.22514404947869482,0.7985186638351529,0.13968785535544156
