,SigC,SigH,EpsC,EpsH
0,0.05,0.045,0.15,0.01
1,0.2,0.1975,0.6499999999999999,0.07999999999999999
2,0.27499999999999997,0.12125,0.39999999999999997,0.045
3,0.125,0.27375,0.8999999999999999,0.11499999999999998
4,0.16249999999999998,0.159375,0.7749999999999999,0.13249999999999998
5,0.3125,0.31187499999999996,0.27499999999999997,0.06249999999999999
6,0.2375,0.083125,1.025,0.09749999999999999
7,0.0875,0.23562499999999997,0.5249999999999999,0.027499999999999997
8,0.10625,0.1403125,1.0875,0.07125
9,0.25625,0.2928125,0.5874999999999999,0.14125
10,0.33125,0.0640625,0.8374999999999999,0.03625
11,0.18125000000000002,0.2165625,0.33749999999999997,0.10624999999999998
12,0.14375,0.1021875,0.4624999999999999,0.08874999999999998
13,0.29375,0.2546875,0.9624999999999999,0.01875
14,0.21875,0.17843749999999997,0.2125,0.12374999999999999
15,0.06875,0.3309375,0.7124999999999999,0.05375
16,0.078125,0.18796875000000002,0.6187499999999999,0.10187499999999998
17,0.22812500000000002,0.34046875,1.11875,0.031875
18,0.303125,0.11171874999999999,0.36874999999999997,0.136875
19,0.153125,0.26421875,0.8687499999999999,0.06687499999999999
20,0.190625,0.07359375,0.9937499999999999,0.049374999999999995
21,0.34062499999999996,0.22609374999999998,0.4937499999999999,0.11937499999999998
22,0.265625,0.14984375,0.7437499999999999,0.014374999999999999
23,0.115625,0.30234374999999997,0.24374999999999997,0.08437499999999999
24,0.096875,0.09265625,0.6812499999999999,0.128125
25,0.246875,0.24515625000000002,0.18125,0.058124999999999996
26,0.32187499999999997,0.16890624999999998,0.9312499999999999,0.09312499999999999
27,0.171875,0.32140625,0.4312499999999999,0.023125
28,0.134375,0.13078125000000002,0.30624999999999997,0.040624999999999994
29,0.284375,0.28328125,0.8062499999999999,0.11062499999999999
30,0.20937499999999998,0.054531249999999996,0.5562499999999999,0.07562499999999998
31,0.059375000000000004,0.20703125,1.05625,0.145625
32,0.0640625,0.126015625,0.8531249999999999,0.08656249999999999
33,0.2140625,0.278515625,0.35312499999999997,0.0165625
34,0.2890625,0.049765625,1.103125,0.12156249999999999
35,0.1390625,0.202265625,0.6031249999999999,0.0515625
36,0.1765625,0.087890625,0.22812499999999997,0.0690625
37,0.3265625,0.24039062499999997,0.7281249999999999,0.1390625
38,0.2515625,0.16414062499999998,0.4781249999999999,0.034062499999999996
39,0.1015625,0.31664062499999995,0.9781249999999999,0.10406249999999999
40,0.1203125,0.06882812499999999,0.4156249999999999,0.14781249999999999
41,0.2703125,0.221328125,0.9156249999999999,0.07781249999999999
42,0.34531249999999997,0.145078125,0.165625,0.11281249999999998
43,0.1953125,0.29757812499999997,0.6656249999999999,0.042812499999999996
44,0.1578125,0.18320312500000002,1.040625,0.025312499999999998
45,0.3078125,0.335703125,0.5406249999999999,0.09531249999999998
46,0.23281249999999998,0.106953125,0.7906249999999999,0.0603125
47,0.08281250000000001,0.259453125,0.29062499999999997,0.1303125
48,0.0734375,0.116484375,0.9468749999999999,0.0296875
49,0.2234375,0.268984375,0.4468749999999999,0.09968749999999998
50,0.29843749999999997,0.192734375,0.6968749999999999,0.0646875
51,0.1484375,0.345234375,0.196875,0.1346875
52,0.18593749999999998,0.154609375,0.5718749999999999,0.11718749999999999
53,0.3359375,0.30710937499999996,1.071875,0.0471875
54,0.2609375,0.078359375,0.32187499999999997,0.08218749999999998
55,0.1109375,0.23085937499999998,0.8218749999999999,0.0121875
56,0.0921875,0.17367187499999998,0.38437499999999997,0.055937499999999994
57,0.2421875,0.326171875,0.8843749999999999,0.12593749999999998
58,0.31718749999999996,0.09742187499999999,0.6343749999999999,0.020937499999999998
59,0.1671875,0.24992187500000002,1.134375,0.09093749999999999
60,0.1296875,0.059296875,0.7593749999999999,0.10843749999999998
61,0.2796875,0.211796875,0.25937499999999997,0.0384375
62,0.20468750000000002,0.135546875,1.009375,0.1434375
63,0.0546875,0.288046875,0.5093749999999999,0.07343749999999999
64,0.057031250000000006,0.16652343749999998,0.9703124999999999,0.12703124999999998
65,0.20703125,0.31902343749999995,0.4703124999999999,0.05703125
66,0.28203125,0.0902734375,0.7203124999999999,0.09203124999999998
67,0.13203125,0.24277343749999997,0.22031249999999997,0.02203125
68,0.16953125,0.0521484375,0.5953124999999999,0.03953125
69,0.31953125,0.2046484375,1.0953125,0.10953124999999998
