,SigC,SigH,EpsC,EpsH,density
0,0.3295108861289918,0.0742311409935355,1.0362675012456253,0.0625991796329617,891.797
2,0.1939475425519049,0.1367997980220243,0.7516759840587154,0.0373760783299803,664.747
3,0.2305884421803057,0.2358985470477491,0.596202992761135,0.1001291638240218,682.448
4,0.2421656022779643,0.1488911316618323,0.4067592005735263,0.0875502262637019,688.667
5,0.1287571090273559,0.1904163755560294,0.989669848917052,0.0349926535412669,660.728
6,0.1152356301434338,0.0962857006890699,0.4263653148440643,0.1324599245563149,649.748
7,0.3024156001396477,0.2593479313794524,0.8292547528017311,0.0650193390622735,716.643
8,0.2865911676548421,0.1188969974964857,0.5224287111049517,0.0222494602948427,739.122
9,0.0982475525699556,0.2201410564789548,0.8637028360109775,0.085236956551671,675.153
10,0.1598170519806444,0.0580300423232838,0.3182229723004623,0.0777696783840656,650.732
11,0.2720431515015661,0.2978735881019383,0.9627489336956292,0.1347803546488285,514.702
12,0.2053971010260283,0.112489154741168,0.6630776997195555,0.1166636335849762,670.166
13,0.1675763915292918,0.2777383518824354,0.5692125151060521,0.0508636373281478,500.99
14,0.0696781960316002,0.1667921219198033,1.1327426827291025,0.1033318185061216,672.497
15,0.3312738155014813,0.206172055857256,0.2408077773690223,0.0491336422413587,743.141
16,0.3492004578001797,0.1813842514706775,0.8989405154565349,0.1264356876909733,917.171
17,0.0870542881079018,0.2081089424882084,0.497012823498249,0.0710653789341449,676.504
18,0.1753932337276637,0.0966887061670422,0.9199897252188994,0.0935376781970262,658.925
19,0.2138400244526564,0.2748764103883878,0.3361173272036015,0.0289098144322633,542.171
20,0.2588064053095877,0.051294046874158,0.542642150738649,0.0396502595394849,703.829
21,0.1471260637976229,0.2870135997328907,0.6990787682998925,0.0978330682963133,477.104
22,0.0951158142648637,0.1244246739223599,0.2594956093078479,0.0603616684675216,647.586
23,0.282838140334934,0.2300759899849072,1.088859078047797,0.1221770322322845,792.333
24,0.3033510741777718,0.0810187277970835,0.1709020329741761,0.1087041145190596,690.078
25,0.1167903904803097,0.2570194655675441,1.0618751739729195,0.0438418542966246,591.254
26,0.1395049083046615,0.162950330644846,0.6391239058023318,0.1113132469728589,672.079
27,0.2523650686256588,0.1918203316191211,0.733950851104781,0.0561773489788174,731.454
28,0.2249675781466066,0.1428609501300379,1.0160484281638635,0.0761474380269646,703.113
29,0.1877031722106039,0.2463669562358409,0.3705588221430778,0.1363221982493996,651.571
30,0.0513162060640752,0.0669622149765491,0.8103976989137008,0.0238499061390757,649.732
31,0.3146260297857224,0.3048687342861667,0.4700872149609029,0.0836733041331172,480.165
32,0.3192939560860395,0.1346518240226432,0.300903289694339,0.1237941731512546,743.991
33,0.0558770809322595,0.2380453575942665,0.9492771550210192,0.0586973376572132,641.022
34,0.1831448225304484,0.0763832887783646,0.5089718111231922,0.0962231881171465,654.386
35,0.2202976977452636,0.3141106851631775,0.8463979182535781,0.0413218653947115,290.757
36,0.2476945981383324,0.089870149041526,1.150095973223075,0.0310573952645063,738.667
37,0.1349471487104892,0.265766745576635,0.2543056465467438,0.0914667307585477,563.986
38,0.1213507110252976,0.1553025257959961,0.6765602164659649,0.0689399486780166,659.724
39,0.3080195548012852,0.1840017351442948,0.5865505743576214,0.1285287714004516,807.892
40,0.2781316254287958,0.0601426001666113,0.7651636862214654,0.0815255015715956,755.897
